glottocode,language_name,lang_family,lang_family_count,domains_of_use,speaker_number,speaker_number_trends,transmission,elcat_endangerment,country_count,max_gdp_percapita,avg_gdp_percapita,max_internet,avg_internet,max_urban,avg_urban,max_urban_growth,avg_urban_growth,official,regional,national,minority,widely_spoken,area_Africa,area_Australia,area_Eurasia,area_North America,area_Papunesia,area_South America
blag1240,Blagar,Timor-Alor-Pantar,23.0,,,2,1,threatened,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
adan1251,Adang,Timor-Alor-Pantar,23.0,4,2,3,2,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
nede1245,Nedebang,Timor-Alor-Pantar,23.0,5,3,5,4,critically endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
teiw1235,Teiwa,Timor-Alor-Pantar,23.0,2,2,3,2,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
kuii1253,Kui (Indonesia),Timor-Alor-Pantar,23.0,,2,,,threatened,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
kama1365,Kamang,Timor-Alor-Pantar,23.0,,2,,2,threatened,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
abui1241,Abui,Timor-Alor-Pantar,23.0,3,1,1,1,threatened,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
oira1263,Oirata,Timor-Alor-Pantar,23.0,,2,,,threatened,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
cher1273,Cherokee,Iroquoian,11.0,,2,,,threatened,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
tusc1257,Tuscarora,Iroquoian,11.0,,5,5,5,critically endangered,2,84534.0407841548,69437.19425331405,94.69380188,94.52355194,82.7002565766633,81.41251819069086,3.17427570128175,2.108569584680295,0,0,0,0,0,0,0,0,1,0,0
cayu1261,Cayuga,Iroquoian,11.0,,4,,,severely endangered,2,84534.0407841548,69437.19425331405,94.69380188,94.52355194,82.7002565766633,81.41251819069086,3.17427570128175,2.108569584680295,0,0,0,0,0,0,0,0,1,0,0
sene1264,Seneca,Iroquoian,11.0,,4,5,5,critically endangered,2,84534.0407841548,69437.19425331405,94.69380188,94.52355194,82.7002565766633,81.41251819069086,3.17427570128175,2.108569584680295,0,0,0,0,0,0,0,0,1,0,0
onon1246,Onondaga,Iroquoian,11.0,,4,5,5,critically endangered,2,84534.0407841548,69437.19425331405,94.69380188,94.52355194,82.7002565766633,81.41251819069086,3.17427570128175,2.108569584680295,0,0,0,0,0,0,0,0,1,0,0
susq1241,Susquehannock,Iroquoian,11.0,,,,,dormant,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
onei1249,Oneida,Iroquoian,11.0,,3,,,endangered,2,84534.0407841548,69437.19425331405,94.69380188,94.52355194,82.7002565766633,81.41251819069086,3.17427570128175,2.108569584680295,0,0,0,0,0,0,0,0,1,0,0
moha1258,Mohawk,Iroquoian,11.0,,2,3,1,threatened,2,84534.0407841548,69437.19425331405,94.69380188,94.52355194,82.7002565766633,81.41251819069086,3.17427570128175,2.108569584680295,0,0,0,0,0,0,0,0,1,0,0
agua1253,Aguaruna,Chicham,4.0,,1,,,vulnerable,1,8452.37167056621,8452.37167056621,81.95705992,81.95705992,85.1912729600355,85.1912729600355,1.57651042813743,1.57651042813743,0,0,0,0,0,0,0,0,0,0,1
achu1248,Achuar-Shiwiar,Chicham,4.0,,2,,,threatened,2,8452.37167056621,7663.5387051661055,81.95705992,79.564895535,85.1912729600355,74.21448309989785,1.57651042813743,1.303141319097765,0,0,0,0,0,0,0,0,0,0,1
shua1257,Shuar,Chicham,4.0,,1,,,vulnerable,2,8452.37167056621,7663.5387051661055,81.95705992,79.564895535,85.1912729600355,74.21448309989785,1.57651042813743,1.303141319097765,0,0,0,1,0,0,0,0,0,0,1
huam1247,Huambisa,Chicham,4.0,,2,,,threatened,1,8452.37167056621,8452.37167056621,81.95705992,81.95705992,85.1912729600355,85.1912729600355,1.57651042813743,1.57651042813743,0,0,0,0,0,0,0,0,0,0,1
kitj1240,Kitja,Jarrakan,3.0,5,4,5,4,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
gadj1243,Gajirrabeng,Jarrakan,3.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
miri1266,Miriwung,Jarrakan,3.0,,4,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
mull1237,Mullukmulluk,Northern Daly,2.0,3,4,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
tyar1236,Tyaraity,Northern Daly,2.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
gizr1240,Gizrra,Eastern Trans-Fly,4.0,,2,,,threatened,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
meri1244,Meriam,Eastern Trans-Fly,4.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,0,0,0,1,0
ndyu1241,Ndyuka-Trio Pidgin,Pidgin,87.0,,,,5,dormant,1,6961.78955961526,6961.78955961526,87.4,87.4,65.7641857200885,65.7641857200885,0.889793534914993,0.889793534914993,0,0,0,0,0,0,0,0,0,0,1
chin1253,Chinese Pidgin English,Pidgin,87.0,,2,,,threatened,2,13609.158837552,13456.1534959694,92.0,87.505851745,100.0,82.94734904991626,0.604485091438176,0.5180969417518495,0,0,0,0,0,0,0,1,0,0,0
ainu1240,Hokkaido Ainu,Ainu,3.0,,5,5,5,critically endangered,1,32487.0778047567,32487.0778047567,85.54153081,85.54153081,92.1901718034531,92.1901718034531,-0.318996369716406,-0.318996369716406,0,0,0,0,0,0,0,1,0,0,0
ward1246,Wardaman,Yangmanic,3.0,,4,,4,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yang1288,Yangman,Yangmanic,3.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
abaz1241,Abaza,Abkhaz-Adyge,5.0,,1,,,vulnerable,2,15892.7157287241,15390.8671417058,94.36495368,90.83641519,89.3443122873887,82.2281129525477,0.587160894947427,0.27942063533324024,0,1,0,0,0,0,0,1,0,0,0
toll1241,Tol,Jicaquean,2.0,,3,,,endangered,1,3426.43483328923,3426.43483328923,58.62269974,58.62269974,58.7850728104829,58.7850728104829,2.49057240695025,2.49057240695025,0,0,0,0,0,0,0,0,1,0,0
urub1243,Urubú-Kaapor Sign Language,Sign Language,227.0,,5,,,critically endangered,1,10310.5488778166,10310.5488778166,84.46347227,84.46347227,87.8958549533146,87.8958549533146,0.724401697459186,0.724401697459186,0,0,0,0,0,0,0,0,0,0,1
brib1244,Bribri Sign Language,Sign Language,227.0,,3,,,endangered,1,18587.1532203482,18587.1532203482,87.17019653,87.17019653,79.3107672397967,79.3107672397967,1.01864686580616,1.01864686580616,0,0,0,0,0,0,0,0,1,0,0
bank1251,Ban Khor Sign Language,Sign Language,227.0,,3,,,endangered,1,7346.62022142185,7346.62022142185,90.86718789,90.86718789,61.8689338391321,61.8689338391321,1.47434839627653,1.47434839627653,0,0,0,0,0,0,0,1,0,0,0
port1277,Portuguese Sign Language,Sign Language,227.0,,2,,,threatened,1,29292.242104753,29292.242104753,88.48704454,88.48704454,61.3281907341332,61.3281907341332,1.29665949378498,1.29665949378498,0,0,0,0,0,0,0,1,0,0,0
tebu1240,Tebul Sign Language,Sign Language,227.0,,3,,,endangered,1,1094.61949265799,1094.61949265799,36.80149841,36.80149841,31.6075621182225,31.6075621182225,4.87178721321357,4.87178721321357,0,0,0,0,0,1,0,0,0,0,0
alsa1242,Al-Sayyid Bedouin Sign Language,Sign Language,227.0,,3,,,endangered,1,54176.6844383302,54176.6844383302,88.18242225,88.18242225,91.536188843818,91.536188843818,1.29494868069402,1.29494868069402,0,0,0,0,0,0,0,1,0,0,0
inui1247,Inuit Sign Language,Sign Language,227.0,4,4,,3,severely endangered,1,54340.3477224733,54340.3477224733,94.353302,94.353302,82.7002565766633,82.7002565766633,3.17427570128175,3.17427570128175,0,0,0,0,0,0,0,0,1,0,0
beng1239,Kata Kolok,Sign Language,227.0,2,3,2,3,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
pena1248,Penang Sign Language,Sign Language,227.0,,3,,,endangered,1,11874.4273684245,11874.4273684245,98.0206059,98.0206059,76.9170296648992,76.9170296648992,1.83816120540281,1.83816120540281,0,0,0,0,0,0,0,1,0,0,0
jama1256,Jamaican Country Sign Language,Sign Language,227.0,,2,,,threatened,1,7753.8006955432,7753.8006955432,90.10870361,90.10870361,58.9301585439922,58.9301585439922,0.794840329919524,0.794840329919524,0,0,0,0,0,0,0,0,1,0,0
salv1237,Salvadoran Sign Language,Sign Language,227.0,0,,,1,vulnerable,1,5579.65969165029,5579.65969165029,66.47769928,66.47769928,75.0674905102199,75.0674905102199,1.06563734540893,1.06563734540893,0,0,0,0,0,0,0,0,1,0,0
alip1234,Alipur Sign Language,Sign Language,227.0,,2,,,threatened,1,2694.73780859961,2694.73780859961,64.9434967,64.9434967,35.3788972368389,35.3788972368389,1.77423382325139,1.77423382325139,0,0,0,0,0,0,0,1,0,0,0
adam1238,Adamorobe Sign Language,Sign Language,227.0,1,4,2,1,threatened,1,2390.77237652715,2390.77237652715,72.17569733,72.17569733,58.3654868038581,58.3654868038581,2.83566522568304,2.83566522568304,0,0,0,0,0,1,0,0,0,0,0
mard1245,Mardin Sign Language,Sign Language,227.0,4,4,,4,severely endangered,1,15892.7157287241,15892.7157287241,87.3078767,87.3078767,89.3443122873887,89.3443122873887,0.587160894947427,0.587160894947427,0,0,0,0,0,0,0,1,0,0,0
hawa1235,Hawai'i Sign Language,Sign Language,227.0,,4,5,5,critically endangered,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,0,1,0
guat1249,Guatemalan Sign Language,Sign Language,227.0,1,1,3,1,threatened,1,6150.02571438505,6150.02571438505,60.22140121,60.22140121,55.9547027274763,55.9547027274763,2.16241273582344,2.16241273582344,0,0,0,0,0,0,0,0,1,0,0
nica1238,Nicaraguan Sign Language,Sign Language,227.0,,2,,,threatened,1,2847.53966339498,2847.53966339498,61.39550018,61.39550018,59.2628402709961,59.2628402709961,1.57956475560401,1.57956475560401,0,0,0,0,0,0,0,0,1,0,0
urug1238,Uruguayan Sign Language,Sign Language,227.0,,2,,,threatened,1,23906.5133029408,23906.5133029408,91.99109007,91.99109007,95.5981951588181,95.5981951588181,0.0126648281212226,0.0126648281212226,0,0,0,0,0,0,0,0,0,0,1
chil1264,Chilean Sign Language,Sign Language,227.0,2,1,,0,vulnerable,1,16709.8893972307,16709.8893972307,95.590243,95.590243,88.9950908479196,88.9950908479196,0.739019575786262,0.739019575786262,0,0,0,0,0,0,0,0,0,0,1
camb1244,Cambodian Sign Language,Sign Language,227.0,3,2,,,endangered,1,2627.87969756224,2627.87969756224,68.47530365,68.47530365,40.8727033252729,40.8727033252729,1.82378198623233,1.82378198623233,0,0,0,0,0,0,0,1,0,0,0
brun1247,Brunca Sign Language,Sign Language,227.0,,3,,,endangered,1,18587.1532203482,18587.1532203482,87.17019653,87.17019653,79.3107672397967,79.3107672397967,1.01864686580616,1.01864686580616,0,0,0,0,0,0,0,0,1,0,0
bama1249,Langue de Signes Malienne,Sign Language,227.0,2,,3,,endangered,1,1094.61949265799,1094.61949265799,36.80149841,36.80149841,31.6075621182225,31.6075621182225,4.87178721321357,4.87178721321357,0,0,0,0,0,1,0,0,0,0,0
orig1234,Original Costa Rican Sign Language,Sign Language,227.0,,,3,5,critically endangered,1,18587.1532203482,18587.1532203482,87.17019653,87.17019653,79.3107672397967,79.3107672397967,1.01864686580616,1.01864686580616,0,0,0,0,0,0,0,0,1,0,0
yang1309,Yangon Myanmar Sign Language,Sign Language,227.0,2,1,,1,threatened,1,1359.05001560107,1359.05001560107,45.4477005,45.4477005,30.4499084074136,30.4499084074136,0.897397924045793,0.897397924045793,0,0,0,0,0,0,0,1,0,0,0
yang1309,Yangon Myanmar Sign Language,Sign Language,227.0,,,,1,vulnerable,1,1359.05001560107,1359.05001560107,45.4477005,45.4477005,30.4499084074136,30.4499084074136,0.897397924045793,0.897397924045793,0,0,0,0,0,0,0,1,0,0,0
mand1477,Mandalay Myanmar Sign Language,Sign Language,227.0,,,,1,vulnerable,1,1359.05001560107,1359.05001560107,45.4477005,45.4477005,30.4499084074136,30.4499084074136,0.897397924045793,0.897397924045793,0,0,0,0,0,0,0,1,0,0,0
swis1241,Swiss-French Sign Language,Sign Language,227.0,,2,4,2,endangered,1,103998.186685604,103998.186685604,97.3443985,97.3443985,85.4615370020764,85.4615370020764,1.62862712515389,1.62862712515389,0,0,0,0,0,0,0,1,0,0,0
mexi1237,Mexican Sign Language,Sign Language,227.0,,1,,,vulnerable,1,14185.7812248529,14185.7812248529,83.12233799,83.12233799,79.7538805976118,79.7538805976118,1.2127000253117,1.2127000253117,0,0,0,0,0,0,0,0,1,0,0
swis1235,Swiss-Italian Sign Language,Sign Language,227.0,,3,4,2,endangered,1,103998.186685604,103998.186685604,97.3443985,97.3443985,85.4615370020764,85.4615370020764,1.62862712515389,1.62862712515389,0,0,0,0,0,0,0,1,0,0,0
queb1245,Quebec Sign Language,Sign Language,227.0,,2,,,threatened,1,54340.3477224733,54340.3477224733,94.353302,94.353302,82.7002565766633,82.7002565766633,3.17427570128175,3.17427570128175,0,0,0,0,0,0,0,0,1,0,0
puer1237,Puerto Rican Sign Language,Sign Language,227.0,,1,,,vulnerable,1,39343.7154660139,39343.7154660139,87.29178106,87.29178106,94.2539505199436,94.2539505199436,0.0657005321918812,0.0657005321918812,0,0,0,0,0,0,0,0,1,0,0
sela1253,Selangor Sign Language,Sign Language,227.0,,3,,,endangered,1,11874.4273684245,11874.4273684245,98.0206059,98.0206059,76.9170296648992,76.9170296648992,1.83816120540281,1.83816120540281,0,0,0,0,0,0,0,1,0,0,0
indo1291,Jakartan Sign Language,Sign Language,227.0,,2,,,threatened,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
yogy1234,Yogyakarta Sign Language,Sign Language,227.0,,2,,,threatened,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
chir1296,Chiriqui Sign Languages,Sign Language,227.0,1,,,2,threatened,1,19161.2188501596,19161.2188501596,72.77149963,72.77149963,65.9958447685488,65.9958447685488,1.47211283915818,1.47211283915818,0,0,0,0,0,0,0,0,1,0,0
hond1239,Honduras Sign Language,Sign Language,227.0,1,,,2,threatened,1,3426.43483328923,3426.43483328923,58.62269974,58.62269974,58.7850728104829,58.7850728104829,2.49057240695025,2.49057240695025,0,0,0,0,0,0,0,0,1,0,0
pana1308,Panamanian Sign Language,Sign Language,227.0,1,,,2,threatened,1,19161.2188501596,19161.2188501596,72.77149963,72.77149963,65.9958447685488,65.9958447685488,1.47211283915818,1.47211283915818,0,0,0,0,0,0,0,0,1,0,0
colo1249,Colombian Sign Language,Sign Language,227.0,,1,,,vulnerable,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
ecua1243,Ecuadorian Sign Language,Sign Language,227.0,,0,,,at risk,1,6874.705739766,6874.705739766,77.17273115,77.17273115,63.2376932397602,63.2376932397602,1.0297722100581,1.0297722100581,0,0,0,0,0,0,0,0,0,0,1
boli1236,Bolivian Sign Language,Sign Language,227.0,1,3,,,threatened,1,4421.16609889999,4421.16609889999,79.70469666,79.70469666,71.2361453773988,71.2361453773988,1.82370068528301,1.82370068528301,0,0,0,0,0,0,0,0,0,0,1
peru1235,Peruvian Sign Language,Sign Language,227.0,2,,,1,threatened,1,8452.37167056621,8452.37167056621,81.95705992,81.95705992,85.1912729600355,85.1912729600355,1.57651042813743,1.57651042813743,0,0,0,0,0,0,0,0,0,0,1
trin1277,Modern Trinidad and Tobago Sign Language,Sign Language,227.0,,2,,,threatened,1,18733.4110406494,18733.4110406494,82.15989685,82.15989685,53.961056681951,53.961056681951,0.0738387868710568,0.0738387868710568,0,0,0,0,0,0,0,0,0,0,1
dutc1253,Dutch Sign Language,Sign Language,227.0,,1,,,vulnerable,1,67520.4218956281,67520.4218956281,97.00679779,97.00679779,95.6396517079336,95.6396517079336,0.98132856285037,0.98132856285037,0,0,0,0,0,0,0,1,0,0,0
vlaa1235,Vlaamse Gebarentaal,Sign Language,227.0,,2,,,threatened,1,56614.5679499036,56614.5679499036,95.77579144,95.77579144,87.6126557010527,87.6126557010527,0.735388565890222,0.735388565890222,0,0,0,0,0,0,0,1,0,0,0
dani1246,Danish Sign Language,Sign Language,227.0,,2,,,threatened,3,74119.6607553879,67881.70492664617,99.76915157,88.94452409688188,88.6960552688405,72.1429408835536,1.04009706091229,0.6483746302320536,0,0,0,0,0,0,0,1,0,0,0
norw1255,Norwegian Sign Language,Sign Language,227.0,,2,,,threatened,1,86785.4334489176,86785.4334489176,99.0,99.0,83.3293737928469,83.3293737928469,1.25936531988579,1.25936531988579,0,0,0,0,0,0,0,1,0,0,0
czec1253,Czech Sign Language,Sign Language,227.0,,1,,,vulnerable,1,31823.3078290564,31823.3078290564,87.68776014,87.68776014,72.7947984592185,72.7947984592185,0.458401790567792,0.458401790567792,0,0,0,0,0,0,0,1,0,0,0
esto1238,Estonian Sign Language,Sign Language,227.0,,2,,,threatened,1,31428.3547816104,31428.3547816104,92.23796204,92.23796204,70.6981161541961,70.6981161541961,0.179708470932798,0.179708470932798,0,0,0,0,0,0,0,1,0,0,0
mari1381,Maritime Sign Language,Sign Language,227.0,,4,,5,critically endangered,1,54340.3477224733,54340.3477224733,94.353302,94.353302,82.7002565766633,82.7002565766633,3.17427570128175,3.17427570128175,0,0,0,0,0,0,0,0,1,0,0
sril1237,Sri Lankan Sign Language,Sign Language,227.0,,1,,,vulnerable,1,4515.56787322732,4515.56787322732,54.59,54.59,20.2996997058686,20.2996997058686,0.211737820425389,0.211737820425389,0,0,0,0,0,0,0,1,0,0,0
aust1271,Auslan,Sign Language,227.0,,2,,,threatened,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
hong1241,Hong Kong-Macau Sign Language,Sign Language,227.0,,2,,,threatened,1,13303.1481543868,13303.1481543868,92.0,92.0,65.8946980998325,65.8946980998325,0.431708792065523,0.431708792065523,0,0,0,0,0,0,0,1,0,0,0
prov1243,Providencia Sign Language,Sign Language,227.0,,2,,,threatened,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,1,0,0
chia1237,Chiangmai Sign Language,Sign Language,227.0,5,4,5,5,critically endangered,1,7346.62022142185,7346.62022142185,90.86718789,90.86718789,61.8689338391321,61.8689338391321,1.47434839627653,1.47434839627653,0,0,0,0,0,0,0,1,0,0,0
oldb1247,Old Bangkok Sign Language,Sign Language,227.0,5,3,5,5,critically endangered,1,7346.62022142185,7346.62022142185,90.86718789,90.86718789,61.8689338391321,61.8689338391321,1.47434839627653,1.47434839627653,0,0,0,0,0,0,0,1,0,0,0
swed1236,Swedish Sign Language,Sign Language,227.0,,2,,,threatened,1,57117.4877440616,57117.4877440616,95.52930428,95.52930428,88.8559748346228,88.8559748346228,0.566700979960288,0.566700979960288,0,0,0,0,0,0,0,1,0,0,0
finn1310,Finnish Sign Language,Sign Language,227.0,,2,,,threatened,2,53149.7671934051,53149.7671934051,93.72405196,93.72405196,74.2637190463636,74.2637190463636,0.989943309479656,0.989943309479656,0,0,0,0,0,0,0,1,0,0,0
finl1235,Finland-Swedish Sign Language,Sign Language,227.0,,3,,,endangered,1,53149.7671934051,53149.7671934051,93.72405196,93.72405196,74.2637190463636,74.2637190463636,0.989943309479656,0.989943309479656,0,0,0,0,0,0,0,1,0,0,0
yuca1236,Yucatec Maya Sign Language,Sign Language,227.0,,3,,,endangered,1,14185.7812248529,14185.7812248529,83.12233799,83.12233799,79.7538805976118,79.7538805976118,1.2127000253117,1.2127000253117,0,0,0,0,0,0,0,0,1,0,0
cata1241,Catalan Sign Language,Sign Language,227.0,,1,,,vulnerable,1,35326.7683069278,35326.7683069278,95.7574516,95.7574516,80.315199821207,80.315199821207,1.25395229298248,1.25395229298248,0,0,0,0,0,0,0,1,0,0,0
hoch1237,Ho Chi Minh City Sign Language,Sign Language,227.0,4,1,,,endangered,1,4717.29028732449,4717.29028732449,84.15,84.15,38.4900703430176,38.4900703430176,1.57144510714158,1.57144510714158,0,0,0,0,0,0,0,1,0,0,0
hano1243,Hanoi Sign Language,Sign Language,227.0,4,1,,,endangered,1,4717.29028732449,4717.29028732449,84.15,84.15,38.4900703430176,38.4900703430176,1.57144510714158,1.57144510714158,0,0,0,0,0,0,0,1,0,0,0
haip1238,Haiphong Sign Language,Sign Language,227.0,4,2,,,endangered,1,4717.29028732449,4717.29028732449,84.15,84.15,38.4900703430176,38.4900703430176,1.57144510714158,1.57144510714158,0,0,0,0,0,0,0,1,0,0,0
mart1251,Martha's Vineyard Sign Language,Sign Language,227.0,,,,,dormant,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
swis1240,Swiss-German Sign Language,Sign Language,227.0,,2,4,2,endangered,2,206780.590353385,155389.3885194945,98.2641983,97.8042984,85.4615370020764,50.059560953481196,1.62862712515389,1.493556475794035,0,0,0,0,0,0,0,1,0,0,0
plai1235,Plains Indian Sign Language,Sign Language,227.0,4,,,5,critically endangered,2,84534.0407841548,69437.19425331405,94.69380188,94.52355194,82.7002565766633,81.41251819069086,3.17427570128175,2.108569584680295,0,0,0,0,0,0,0,0,1,0,0
tsix1234,Ts'ixa,Khoe-Kwadi,14.0,,3,,2,endangered,1,7695.75319445165,7695.75319445165,57.45950036,57.45950036,67.4623537838418,67.4623537838418,2.29137163491074,2.29137163491074,0,0,0,0,0,1,0,0,0,0,0
kxoe1243,Kxoe,Khoe-Kwadi,14.0,,2,,,threatened,5,7695.75319445165,4445.810282385708,78.35759735,51.69950009200001,70.6551379036435,59.53769540952918,4.18812173875964,2.9662929410831818,0,0,0,0,0,1,0,0,0,0,0
anii1246,//Ani,Khoe-Kwadi,14.0,,3,,,endangered,1,7695.75319445165,7695.75319445165,57.45950036,57.45950036,67.4623537838418,67.4623537838418,2.29137163491074,2.29137163491074,0,0,0,0,0,1,0,0,0,0,0
naro1249,Naro,Khoe-Kwadi,14.0,,1,,,vulnerable,2,7695.75319445165,6054.440358283686,64.87460327,61.167051814999994,67.4623537838418,58.935578404528655,3.14230774103844,2.71683968797459,0,0,0,0,0,1,0,0,0,0,0
gana1274,//Gana,Khoe-Kwadi,14.0,,2,,,threatened,1,7695.75319445165,7695.75319445165,57.45950036,57.45950036,67.4623537838418,67.4623537838418,2.29137163491074,2.29137163491074,0,0,0,0,0,1,0,0,0,0,0
gwii1239,/Gwi,Khoe-Kwadi,14.0,,2,,,threatened,1,7695.75319445165,7695.75319445165,57.45950036,57.45950036,67.4623537838418,67.4623537838418,2.29137163491074,2.29137163491074,0,0,0,0,0,1,0,0,0,0,0
shua1254,Shua,Khoe-Kwadi,14.0,,2,4,,endangered,2,7695.75319445165,5096.478258269641,57.45950036,49.55114987,67.4623537838418,53.6778627329557,3.29957156564359,2.795471600277165,0,0,0,0,0,1,0,0,0,0,0
tsoa1238,Northern Tshwa,Khoe-Kwadi,14.0,,2,,,threatened,2,7695.75319445165,5096.478258269641,57.45950036,49.55114987,67.4623537838418,53.6778627329557,3.29957156564359,2.795471600277165,0,0,0,1,0,1,0,0,0,0,0
nama1264,Nama (Namibia),Khoe-Kwadi,14.0,1,0,,,vulnerable,3,7695.75319445165,6125.355843553457,78.35759735,66.89723366,67.4623537838418,60.520985098291504,3.14230774103844,2.28505052069923,0,0,0,0,0,1,0,0,0,0,0
kora1292,Korana,Khoe-Kwadi,14.0,,5,,,critically endangered,1,6267.186814093,6267.186814093,78.35759735,78.35759735,63.6917984858172,63.6917984858172,1.42147218614851,1.42147218614851,0,0,0,0,0,1,0,0,0,0,0
misk1235,Mískito,Misumalpan,5.0,,0,,,at risk,2,3426.43483328923,3136.987248342105,61.39550018,60.00909996,59.2628402709961,59.023956540739505,2.49057240695025,2.0350685812771303,0,1,0,0,0,0,0,0,1,0,0
maya1285,Mayangna,Misumalpan,5.0,,2,,,threatened,2,3426.43483328923,3136.987248342105,61.39550018,60.00909996,59.2628402709961,59.023956540739505,2.49057240695025,2.0350685812771303,0,1,0,0,0,0,0,0,1,0,0
murr1258,Murriny Patha,Southern Daly,2.0,,2,0,2,threatened,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
nang1259,Nangikurrunggurr,Southern Daly,2.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
coos1249,Hanis,Coosan,2.0,,,,,dormant,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
