official_name,level,speakers,country,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use
Hanga,Threatened,6800,Ghana,1,0,0,0,0,1,59.238,69.9
Hanis,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
Hanoi Sign Language,Endangered,39000,Viet Nam,0,0,0,0,0,1,39.48,78.1
Harakmbut,Endangered,1000,Brazil,0,0,0,0,0,2,87.788,84.2
Harakmbut,Endangered,1000,Peru,0,0,0,0,0,2,87.788,84.2
Hare,Severely Endangered,75,Canada,0,0,0,0,0,1,81.862,94.0
Ḥarsusi,Endangered,700,Oman,0,0,0,0,0,1,88.4,95.3
Haruai,Endangered,100,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Harzani,Vulnerable,28100,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Hasha,Endangered,400,Nigeria,0,0,0,0,0,1,54.283,39.2
Hatam,Vulnerable,16000,Indonesia,0,0,0,0,0,1,58.572,69.2
Hawai'i Sign Language,Critically Endangered,30,United States,0,0,0,0,0,1,83.298,93.1
Hawaiian,Severely Endangered,300,United States,0,0,0,0,0,1,83.298,93.1
Hawu,At risk,100000,Indonesia,0,0,0,0,0,1,58.572,69.2
Háiɫzaqvḷa (Heiltsuk),Critically Endangered,26,Canada,0,0,0,0,0,1,81.862,94.0
Helambu Sherpa,Threatened,9842,Nepal,0,0,0,0,0,1,21.903,55.8
Helong,Threatened,14000,Indonesia,0,0,0,0,0,1,58.572,69.2
Herero,Vulnerable,24500,Botswana,0,0,0,0,0,3,72.867,81.4
Herero,Vulnerable,24500,Namibia,0,0,0,0,0,3,72.867,81.4
Herero,Vulnerable,24500,Angola,0,0,0,0,0,3,72.867,81.4
Hewa,Threatened,2000,Papua New Guinea,1,0,0,1,0,1,13.723,24.1
Heyo,Threatened,1824,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Hidatsa,Critically Endangered,100,United States,0,0,0,0,0,1,83.298,93.1
Highland Chontal,Threatened,3413,Mexico,0,0,0,0,0,1,81.582,81.2
Highland Ecuadorian Quichua,Vulnerable,1153800,Ecuador,0,0,0,0,0,1,64.792,72.7
Hijuk,Endangered,400,Cameroon,0,0,0,0,0,1,59.315,41.9
Himba,Vulnerable,35000,Namibia,0,0,0,0,0,2,68.688,64.4
Himba,Vulnerable,35000,Angola,0,0,0,0,0,2,68.688,64.4
Hinukh,Endangered,600,Russian Federation,0,0,0,0,0,1,75.331,92.2
Hiw,Endangered,120,Vanuatu,0,1,0,0,0,1,25.976,45.7
Hixkaryana,Endangered,600,Brazil,0,0,0,0,0,1,87.788,84.2
Hlersu,Vulnerable,15000,China,0,0,0,0,0,1,64.57,77.5
Ho Chi Minh City Sign Language,Endangered,45000,Viet Nam,0,0,0,0,0,1,39.48,78.1
Hoava,Threatened,2360,Solomon Islands,0,0,0,0,0,1,26.037,42.5
Hobyot,Endangered,400,Yemen,0,0,0,0,0,2,88.4,95.3
Hobyot,Endangered,400,Oman,0,0,0,0,0,2,88.4,95.3
Holikachuk,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
Honduran Lenca,Extinct,0,Honduras,0,0,0,0,0,1,60.212,58.3
Hõne,Severely Endangered,7000,Nigeria,0,0,0,0,0,1,54.283,39.2
Hong Kong Sign Language,Threatened,9000,China,0,0,0,0,0,1,64.57,77.5
Hopi,Threatened,5000,United States,0,0,0,0,0,1,83.298,93.1
Horom,Vulnerable,1500,Nigeria,0,0,0,0,0,1,54.283,39.2
Horpa,Vulnerable,45000,China,0,0,0,0,0,1,64.57,77.5
Hoti,Critically Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
Hpon,Extinct,0,Myanmar,0,0,0,0,0,1,32.112,58.5
Hu,Endangered,700,China,3,7,8,0,0,1,64.57,77.5
Huallaga Quechua,Vulnerable,40000,Peru,0,0,0,0,0,1,78.922,79.5
Huambisa,Threatened,8000,Peru,0,0,0,0,0,1,78.922,79.5
Huave,Vulnerable,15000,Mexico,0,0,0,0,0,1,81.582,81.2
Huaylas Quechua,Vulnerable,336000,Peru,0,0,0,0,0,1,78.922,79.5
Huehuetla Tepehua,Threatened,3000,Mexico,0,0,0,0,0,1,81.582,81.2
Huichol,Vulnerable,35724,Mexico,0,0,0,0,0,1,81.582,81.2
Hukumina,Critically Endangered,1,Indonesia,0,0,0,0,0,1,58.572,69.2
Hulaulá,Threatened,9500,Israel,0,0,0,0,0,2,92.854,87.0
Hulaulá,Threatened,9500,"Iran, Islamic Rep.",0,0,0,0,0,2,92.854,87.0
Hulung,Critically Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
Hulʻqʻumiʻnumʻ (Halkomelem),Severely Endangered,105,United States,0,0,0,0,0,2,83.298,94.0
Hulʻqʻumiʻnumʻ (Halkomelem),Severely Endangered,105,Canada,0,0,0,0,0,2,83.298,94.0
Hung,Endangered,500,Viet Nam,1,2,5,0,0,2,39.48,78.1
Hung,Endangered,500,Lao PDR,1,2,5,0,0,2,39.48,78.1
Hungworo,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
Hunzib,Endangered,800,Russian Federation,0,0,0,0,0,1,75.331,92.2
Hupda,Threatened,1500,Brazil,0,0,0,0,0,2,87.788,84.2
Hupda,Threatened,1500,Colombia,0,0,0,0,0,2,87.788,84.2
Huzhu,Endangered,50000,China,0,0,0,0,0,1,64.57,77.5
Hwela,Threatened,1500,Ghana,0,0,0,0,0,1,59.238,69.9
I'saka,Severely Endangered,347,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Iatmul,Threatened,46000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ibani,Vulnerable,60000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ibatan,Threatened,3000,Philippines,0,0,0,0,0,1,48.287,83.8
Ibino,Threatened,10000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ibu,Severely Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
Ibuoro,Threatened,10000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ica,Vulnerable,14799,Colombia,0,1,1,1,0,1,82.354,77.3
Idon,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
Iduh,Severely Endangered,30,Viet Nam,0,0,0,0,0,2,39.48,78.1
Iduh,Severely Endangered,30,Lao PDR,0,0,0,0,0,2,39.48,78.1
Igana,Endangered,114,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Igo,Threatened,6000,Togo,0,0,0,0,0,1,44.49,37.0
Ik,Vulnerable,16000,Uganda,3,3,2,3,1,1,26.771,15.3
Ikaranggal,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Ikizu,At risk,132000,Tanzania,0,0,0,0,0,1,37.409,29.1
Ikoma,Vulnerable,36000,Tanzania,0,0,0,0,0,1,37.409,29.1
Ikorom,Threatened,8000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ikpéng,Endangered,342,Brazil,0,0,0,0,0,1,87.788,84.2
Ilgar,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
Ilue,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
Imonda,Endangered,274,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Inagta Alabat,Critically Endangered,13,Philippines,0,0,0,0,0,1,48.287,83.8
Inapang,Threatened,1290,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Iñapari,Critically Endangered,5,Peru,0,0,0,0,0,1,78.922,79.5
Inari Saami,Endangered,300,Finland,0,0,0,0,0,1,85.773,93.5
Ingrian,Severely Endangered,130,Russian Federation,0,0,0,0,0,1,75.331,92.2
Innu,Endangered,10495,Canada,0,0,0,0,0,1,81.862,94.0
Inuit Sign Language,Severely Endangered,40,Canada,0,0,0,0,0,1,81.862,94.0
Inuktitut,Vulnerable,30000,Canada,0,1,1,0,0,1,81.862,94.0
Inupiaq,Severely Endangered,26644,United States,0,0,0,0,0,2,83.298,94.0
Inupiaq,Severely Endangered,26644,Canada,0,0,0,0,0,2,83.298,94.0
Ipiko,Endangered,200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Iquito,Critically Endangered,15,Peru,0,0,0,0,0,1,78.922,79.5
Iraya,Vulnerable,10000,Philippines,0,0,0,0,0,1,48.287,83.8
Irish,Endangered,40000,United Kingdom,1,1,0,1,0,2,84.642,96.5
Irish,Endangered,40000,Ireland,1,1,0,1,0,2,84.642,96.5
Isanzu,Vulnerable,32400,Tanzania,0,0,0,0,0,1,37.409,29.1
Isarog Agta,Critically Endangered,6,Philippines,0,0,0,0,0,1,48.287,83.8
Ishkashimi,Threatened,2500,Tajikistan,0,0,0,0,0,2,28.234,56.8
Ishkashimi,Threatened,2500,Afghanistan,0,0,0,0,0,2,28.234,56.8
Isirawa,Threatened,1800,Indonesia,0,0,0,0,0,1,58.572,69.2
Iskonawa,Critically Endangered,5,Peru,0,0,0,0,0,1,78.922,79.5
Isolado do Tanaru,Critically Endangered,1,Brazil,0,0,0,0,0,1,87.788,84.2
Isthmus Zapotec,Vulnerable,80000,Mexico,0,0,0,0,0,1,81.582,81.2
Istriot,Severely Endangered,400,Croatia,0,0,0,0,0,1,58.575,83.2
Istro Romanian,Endangered,300,Croatia,0,0,0,0,0,1,58.575,83.2
"Isu (Northwest Region, Cameroon)",Vulnerable,10400,Cameroon,0,0,0,0,0,1,59.315,41.9
Isubu,Endangered,800,Cameroon,0,0,0,0,0,1,59.315,41.9
Itelmen,Severely Endangered,20,Russian Federation,0,0,0,0,0,1,75.331,92.2
Itene,Severely Endangered,44,Bolivia,0,0,0,0,0,1,71.186,70.2
Iteri,Endangered,447,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Itik,Severely Endangered,80,Indonesia,0,0,0,0,0,1,58.572,69.2
Itonama,Critically Endangered,1,Bolivia,1,0,0,0,0,1,71.186,70.2
Itu Mbon Uzo,Threatened,10000,Nigeria,0,0,0,0,0,1,54.283,39.2
Itza',Severely Endangered,12,Guatemala,0,0,0,0,0,1,53.098,56.1
Iwaidja,Endangered,150,Australia,0,0,0,0,0,1,86.617,97.1
Iwur,Threatened,1000,Indonesia,0,0,0,0,0,1,58.572,69.2
Ixcatec,Critically Endangered,9,Mexico,0,0,0,0,0,1,81.582,81.2
Ixil,Vulnerable,69137,Guatemala,0,0,0,0,0,1,53.098,56.1
Ixtenco Otomí,Endangered,740,Mexico,0,0,0,0,0,1,81.582,81.2
Ixtlán,Vulnerable,12900,Mexico,0,0,0,0,0,1,81.582,81.2
Iyasa,Threatened,3000,Gabon,0,0,0,0,0,3,91.029,71.9
Iyasa,Threatened,3000,Cameroon,0,0,0,0,0,3,91.029,71.9
Iyasa,Threatened,3000,Equatorial Guinea,0,0,0,0,0,3,91.029,71.9
Iyive,Endangered,1000,Nigeria,0,0,0,0,0,2,59.315,41.9
Iyive,Endangered,1000,Cameroon,0,0,0,0,0,2,59.315,41.9
Izon,At risk,1000000,Nigeria,0,0,0,0,0,1,54.283,39.2
Izora,Endangered,425,Nigeria,0,0,0,0,0,1,54.283,39.2
Jabirr-Jabirr,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Jabutí,Severely Endangered,50,Brazil,0,0,0,0,0,1,87.788,84.2
Jad,Endangered,2000,Pakistan,0,0,0,0,0,2,38.04,27.4
Jad,Endangered,2000,India,0,0,0,0,0,2,38.04,27.4
Jakalteko,Vulnerable,38350,Guatemala,0,0,0,0,0,2,81.582,81.2
Jakalteko,Vulnerable,38350,Mexico,0,0,0,0,0,2,81.582,81.2
Jakarta Sign Language,Threatened,9600,Indonesia,0,0,0,0,0,1,58.572,69.2
Jakun,Vulnerable,10000,Malaysia,0,0,0,0,0,1,78.716,97.7
Jalkunan,Endangered,600,Burkina Faso,0,0,0,0,0,1,32.52,17.0
Jamaican Country Sign Language,Threatened,2500,Jamaica,0,0,0,0,0,1,57.378,83.4
Jamamadí,Endangered,980,Brazil,0,0,0,0,0,1,87.788,84.2
Jaminjung,Severely Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
Janji,Threatened,1150,Nigeria,0,0,0,0,0,1,54.283,39.2
Jarqu'i,Threatened,14000,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Jaru,Endangered,217,Australia,0,0,0,0,0,1,86.617,97.1
Jauja-Huanca Quechua,At risk,250000,Peru,0,0,0,0,0,1,78.922,79.5
Jawi,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
Jawoyn,Critically Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
Jaya,Threatened,2200,Chad,0,0,0,0,0,1,24.366,13.2
Jejara,Vulnerable,1460,Myanmar,0,0,0,0,0,1,32.112,58.5
Jemez,Threatened,3000,United States,0,0,0,0,0,1,83.298,93.1
Jeri Kuo,Severely Endangered,1500,Côte d'Ivoire,0,0,0,0,0,1,53.149,40.7
Jèrriais,Threatened,2874,United Kingdom,0,0,0,0,0,1,84.642,96.3
Jerung,Endangered,271,Nepal,0,0,0,0,0,1,21.903,55.8
Jewish Azerbaijani Neo-Aramaic,Threatened,4450,Azerbaijan,0,0,0,0,0,4,92.854,89.0
Jewish Azerbaijani Neo-Aramaic,Threatened,4450,Georgia,0,0,0,0,0,4,92.854,89.0
Jewish Azerbaijani Neo-Aramaic,Threatened,4450,Israel,0,0,0,0,0,4,92.854,89.0
Jewish Azerbaijani Neo-Aramaic,Threatened,4450,"Iran, Islamic Rep.",0,0,0,0,0,4,92.854,89.0
Jiba,Threatened,2000,Nigeria,0,0,0,0,0,1,54.283,39.2
Jibbali,Threatened,5000,Oman,0,0,0,0,0,1,88.4,95.3
Jicarilla Apache,Endangered,300,United States,0,0,0,0,0,1,83.298,93.1
Jilbe,Threatened,2000,Nigeria,0,0,0,0,0,1,54.283,39.2
Jimi (Cameroon),Threatened,3500,Cameroon,0,0,0,0,0,1,59.315,41.9
Jimi (Nigeria),Severely Endangered,1000,Nigeria,0,0,0,0,0,1,54.283,39.2
Jingulu,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
Jirel,Threatened,4919,Nepal,0,0,0,0,0,1,21.903,55.8
Jiwarli,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Jola-Fonyi,At risk,413490,Senegal,0,0,0,0,0,3,49.579,60.6
Jola-Fonyi,At risk,413490,Gambia,0,0,0,0,0,3,49.579,60.6
Jola-Fonyi,At risk,413490,Guinea-Bissau,0,0,0,0,0,3,49.579,60.6
Jonkor Bourmataguil,Threatened,1500,Chad,0,0,0,0,0,1,24.366,13.2
Jowshaqani,Severely Endangered,400,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Ju,Endangered,150,Nigeria,1,0,0,0,0,1,54.283,39.2
Judeo-Hamadani,Endangered,1000,Israel,0,0,0,0,0,2,92.854,87.0
Judeo-Hamadani,Endangered,1000,"Iran, Islamic Rep.",0,0,0,0,0,2,92.854,87.0
Judeo-Iraqi Arabic,At risk,151820,Israel,0,0,0,0,0,2,92.854,87.0
Judeo-Iraqi Arabic,At risk,151820,Iraq,0,0,0,0,0,2,92.854,87.0
Judeo-Italian,Severely Endangered,50,Italy,0,0,0,0,0,1,71.973,87.0
Judeo-Moroccan Arabic,At risk,258930,Israel,0,0,0,0,0,2,92.854,91.0
Judeo-Moroccan Arabic,At risk,258930,Morocco,0,0,0,0,0,2,92.854,91.0
Judeo-Tat,Vulnerable,25000,Russian Federation,0,0,0,0,0,3,92.854,92.2
Judeo-Tat,Vulnerable,25000,Azerbaijan,0,0,0,0,0,3,92.854,92.2
Judeo-Tat,Vulnerable,25000,Israel,0,0,0,0,0,3,92.854,92.2
Judeo-Tunisian Arabic,At risk,352500,Israel,0,0,0,0,0,2,92.854,87.0
Judeo-Tunisian Arabic,At risk,352500,Tunisia,0,0,0,0,0,2,92.854,87.0
Judeo-Yemeni Arabic,Vulnerable,51000,Israel,0,0,0,0,0,2,92.854,87.0
Judeo-Yemeni Arabic,Vulnerable,51000,Yemen,0,0,0,0,0,2,92.854,87.0
Juk,Threatened,1500,Lao PDR,0,0,0,0,0,1,38.247,63.6
Júma,Critically Endangered,5,Brazil,0,0,0,0,0,1,87.788,84.2
Jumaytepeque Xinka,Extinct,0,Guatemala,0,0,0,0,0,1,53.098,56.1
Jurruru,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Juruna,Endangered,300,Brazil,0,0,0,0,0,1,87.788,84.2
Ju|'hoan,Vulnerable,11000,Botswana,0,0,0,0,0,2,72.867,81.4
Ju|'hoan,Vulnerable,11000,Namibia,0,0,0,0,0,2,72.867,81.4
K'emant,Severely Endangered,3,Ethiopia,0,0,0,0,0,2,43.267,20.0
K'emant,Severely Endangered,3,Eritrea,0,0,0,0,0,2,43.267,20.0
K'iche',Vulnerable,922378,Guatemala,0,0,0,0,0,2,81.582,81.2
K'iche',Vulnerable,922378,Mexico,0,0,0,0,0,2,81.582,81.2
Kaanju,Critically Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
Kaapor,Endangered,800,Brazil,0,0,0,0,0,1,87.788,84.2
Kabalai,Vulnerable,17885,Chad,0,0,0,0,0,1,24.366,13.2
Kabulowan,Severely Endangered,500,Philippines,0,0,0,0,0,1,48.287,83.8
Kabwa,Threatened,8500,Tanzania,0,0,0,0,0,1,37.409,29.1
Kaco',Vulnerable,3365,Cambodia,0,0,0,0,0,1,25.57,60.7
Kadai,Endangered,200,Indonesia,0,0,0,0,0,1,58.572,69.2
Kadiwéu,Threatened,1600,Brazil,0,0,0,0,0,1,87.788,84.2
Kadu,Vulnerable,30000,Myanmar,0,0,0,0,0,1,32.112,58.5
Kaduo,Vulnerable,200000,China,0,0,0,0,0,1,64.57,77.5
Kaera,Vulnerable,5500,Indonesia,0,0,0,0,0,1,58.572,69.2
Kagoro,Vulnerable,15000,Mali,0,0,0,0,0,1,46.189,35.1
Kaian,Threatened,792,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kaibobo,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
Kaiep,Endangered,300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kaike,Vulnerable,794,Nepal,0,0,0,0,0,1,21.903,55.8
Kaingang,Vulnerable,18500,Brazil,0,0,0,0,0,1,87.788,84.2
Kairiru,Threatened,3507,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kairui-Midiki,Threatened,1000,Timor-Leste,0,0,0,0,0,1,32.456,34.0
Kaivi,Threatened,2320,Nigeria,0,0,0,0,0,1,54.283,39.2
Kaixana,Extinct,0,Brazil,0,0,0,0,0,1,87.788,84.2
Kaiy,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
Kaki Ae,Endangered,510,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kalaallisut,Vulnerable,53000,Denmark,0,1,0,0,0,2,88.495,98.8
Kalaallisut,Vulnerable,53000,caledonia,0,1,0,0,0,2,88.495,98.8
Kalabari,At risk,258000,Nigeria,0,0,0,0,0,1,54.283,39.2
Kalamang,Severely Endangered,134,Indonesia,0,0,0,0,0,1,58.572,69.2
Kalami,Threatened,1500,Pakistan,0,0,0,0,0,1,38.04,27.4
Kalao,Endangered,400,Indonesia,0,0,0,0,0,1,58.572,69.2
Kalasha,Threatened,5000,Pakistan,0,0,0,0,0,1,38.04,27.4
Kalaw Kawaw Ya,Severely Endangered,900,Australia,0,0,0,0,0,1,86.617,97.1
Kalispel-Spokane-Pend d'Oreille-Salish,Severely Endangered,70,United States,0,0,0,0,0,1,83.298,93.1
Kalkatungu,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Kalmyk-Oirat,Vulnerable,323857,Russian Federation,0,0,0,0,0,3,75.331,92.2
Kalmyk-Oirat,Vulnerable,323857,China,0,0,0,0,0,3,75.331,92.2
Kalmyk-Oirat,Vulnerable,323857,Mongolia,0,0,0,0,0,3,75.331,92.2
Kalou,Endangered,820,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kamang,Threatened,6000,Indonesia,0,0,0,0,0,1,58.572,69.2
Kamara,Vulnerable,3000,Ghana,0,0,0,0,0,1,59.238,69.9
Kamarian,Severely Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
Kamas,Extinct,0,Russian Federation,0,0,0,0,0,1,75.331,92.2
Kamasa,Critically Endangered,7,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kamasau,Endangered,700,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kamayurá,Endangered,400,Brazil,0,0,0,0,0,1,87.788,84.2
Kambaira,Endangered,140,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kami (Nigeria),Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
Kami (Tanzania),Severely Endangered,5518,Tanzania,0,0,0,0,0,1,37.409,29.1
Kamu,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Kamula,Endangered,800,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kanan,Threatened,9000,Myanmar,0,0,0,0,0,1,32.112,58.5
Kandas,Endangered,300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kande,Severely Endangered,100,Gabon,0,0,0,0,0,1,91.029,71.9
Kanggape,Endangered,930,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kangjia,Severely Endangered,377,China,0,0,0,0,0,1,64.57,77.5
Kanienʼkéha (Mohawk),Threatened,3800,United States,0,0,0,0,0,2,83.298,94.0
Kanienʼkéha (Mohawk),Threatened,3800,Canada,0,0,0,0,0,2,83.298,94.0
Kaningra,Threatened,327,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kaninuwa,Endangered,360,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kanowit-Tanjong,Endangered,100,Malaysia,0,0,0,0,0,1,78.716,97.7
Kantosi,Threatened,2300,Ghana,0,0,0,0,0,1,59.238,69.9
Kanu,Threatened,3500,"Congo, Dem. Rep.",0,0,0,1,0,1,47.444,30.5
Kao,Endangered,200,Indonesia,0,0,0,0,0,1,58.572,69.2
Kap,Threatened,2079,Papua New Guinea,0,1,0,0,0,1,13.723,24.1
Kapixaná,Critically Endangered,3,Brazil,0,0,0,0,0,1,87.788,84.2
Kapong,Vulnerable,11550,Brazil,0,0,0,0,0,3,88.438,84.2
Kapong,Vulnerable,11550,"Venezuela, RB",0,0,0,0,0,3,88.438,84.2
Kapong,Vulnerable,11550,Guyana,0,0,0,0,0,3,88.438,84.2
Kapori,Vulnerable,200,Indonesia,0,0,0,0,0,1,58.572,69.2
Kapriman,Vulnerable,1339,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kapya,Endangered,200,Nigeria,0,0,0,0,0,1,54.283,39.2
Kaqchikel,Vulnerable,475889,Guatemala,0,0,0,0,0,1,53.098,56.1
Karaim,Critically Endangered,500,Ukraine,0,0,1,0,0,2,70.095,88.5
Karaim,Critically Endangered,500,Lithuania,0,0,1,0,0,2,70.095,88.5
Karajá,Threatened,3060,Brazil,0,0,0,0,0,1,87.788,84.2
Karajarri,Critically Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
Karang,Vulnerable,18000,Cameroon,0,0,0,0,0,2,59.315,41.9
Karang,Vulnerable,18000,Chad,0,0,0,0,0,2,59.315,41.9
Karanga,Threatened,10000,Chad,0,0,0,0,0,1,24.366,13.2
Karata,Threatened,5000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Karawa,Severely Endangered,44,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Karawari,Threatened,1300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Karelian,Threatened,63000,Russian Federation,0,0,0,0,0,2,85.773,93.5
Karelian,Threatened,63000,Finland,0,0,0,0,0,2,85.773,93.5
Kari,Endangered,1000,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
Kari'nja,Threatened,8600,Brazil,0,0,0,0,0,5,88.438,84.2
Kari'nja,Threatened,8600,"Venezuela, RB",0,0,0,0,0,5,88.438,84.2
Kari'nja,Threatened,8600,Guyana,0,0,0,0,0,5,88.438,84.2
Kari'nja,Threatened,8600,Suriname,0,0,0,0,0,5,88.438,84.2
Kari'nja,Threatened,8600,French Guiana,0,0,0,0,0,5,88.438,84.2
Karian,Endangered,3,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Karingani,Vulnerable,17600,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Karipuna,Severely Endangered,10,Brazil,0,0,0,0,0,1,87.788,84.2
Karitiana,Endangered,320,Brazil,0,0,0,0,0,1,87.788,84.2
Kariya,Threatened,3000,Nigeria,0,0,0,0,0,1,54.283,39.2
Kariyarra,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Karkar-Yuri,Threatened,1000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Karo (Brazil),Endangered,200,Brazil,0,0,0,0,0,1,87.788,84.2
Karore,Endangered,550,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kartujarra,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
Kasanga,Critically Endangered,3,Guinea-Bissau,0,0,0,0,0,1,45.466,32.5
Kashubian,Vulnerable,50000,Poland,0,1,0,0,0,1,60.218,86.4
Kasong,Severely Endangered,40,Thailand,0,0,0,0,0,1,53.608,89.5
Kata Kolok,Endangered,175,Indonesia,0,0,0,0,0,1,58.572,69.2
Katawixi,Extinct,0,Brazil,0,0,0,0,0,1,87.788,84.2
Kathu,Threatened,5000,China,0,0,0,0,0,1,64.57,77.5
Kati,Threatened,5100,Afghanistan,0,0,0,0,0,2,38.04,27.4
Kati,Threatened,5100,Pakistan,0,0,0,0,0,2,38.04,27.4
Katukina,Vulnerable,550,Brazil,0,0,0,0,0,1,87.788,84.2
Katukina do Acre,Endangered,318,Brazil,0,0,0,0,0,1,87.788,84.2
Katxúyana,Severely Endangered,150,Brazil,0,0,0,0,0,1,87.788,84.2
Kaure,Endangered,450,Indonesia,0,0,0,0,0,1,58.572,69.2
Kaurna,Extinct,50,Australia,0,0,0,0,0,1,86.617,97.1
Kawacha,Severely Endangered,12,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kawaiisu,Critically Endangered,3,United States,0,0,0,0,0,1,83.298,93.1
Kawésqar,Critically Endangered,10,Chile,0,0,0,0,0,1,88.012,94.5
Kaxararí,Threatened,300,Brazil,0,0,0,0,0,1,87.788,84.2
Kayardild,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
Kayeli,Critically Endangered,4,Indonesia,0,0,0,0,0,1,58.572,69.2
Kayik,Endangered,769,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Kaytetye,Endangered,200,Australia,0,0,0,0,0,1,86.617,97.1
Kayupulau,Severely Endangered,573,Indonesia,0,0,0,0,0,1,58.572,69.2
Kazhuo,Threatened,6341,China,0,0,0,0,0,1,64.57,77.5
Kehu,Severely Endangered,25,Indonesia,0,0,0,0,0,1,58.572,69.2
Keijar,Endangered,180,Indonesia,0,0,0,0,0,1,58.572,69.2
Kelon,Threatened,5000,Indonesia,0,0,0,0,0,1,58.572,69.2
Kemak,Vulnerable,72000,Indonesia,0,0,0,0,0,2,58.572,69.2
Kemak,Vulnerable,72000,Timor-Leste,0,0,0,0,0,2,58.572,69.2
Kembra,Severely Endangered,20,Indonesia,0,0,0,0,0,1,58.572,69.2
Kendeje,Endangered,2000,Chad,0,0,0,0,0,1,24.366,13.2
Kendem,Threatened,1000,Cameroon,0,0,0,0,0,1,59.315,41.9
Kene,Endangered,300,Vanuatu,0,0,0,0,0,1,25.976,45.7
Keningau Murut,Threatened,7000,Malaysia,0,0,0,0,0,1,78.716,97.7
Kensiu,Endangered,500,Thailand,0,0,0,0,0,2,78.716,97.7
